180.367, 273.072, 274.791, 286.593, 90.184, 179.794, -49.0, 3305.0, 4315.0, 354.0, 29.0, 67.0, 28.0, 27.0, 29.0, 31.0, 32.0, 34.0
180.367, 273.072, 274.791, 286.593, 90.184, 179.794, -26.0, 3250.0, 4322.0, 336.0, 38.0, 74.0, 28.0, 27.0, 29.0, 31.0, 32.0, 34.0
180.367, 273.072, 274.791, 286.593, 90.184, 179.794, -63.0, 3296.0, 4322.0, 361.0, 27.0, 67.0, 28.0, 27.0, 29.0, 31.0, 32.0, 34.0
180.367, 273.072, 274.791, 286.593, 90.184, 179.794, -49.0, 3305.0, 4313.0, 350.0, 34.0, 74.0, 28.0, 27.0, 29.0, 31.0, 32.0, 34.0
180.367, 273.072, 274.791, 286.593, 90.184, 179.794, -22.0, 3232.0, 4311.0, 350.0, 22.0, 79.0, 28.0, 27.0, 29.0, 31.0, 32.0, 34.0
180.367, 273.072, 274.791, 286.593, 90.184, 179.794, -49.0, 3305.0, 4309.0, 350.0, 25.0, 76.0, 28.0, 27.0, 29.0, 31.0, 32.0, 34.0
180.367, 273.072, 274.791, 286.593, 90.184, 179.794, -31.0, 2980.0, 3818.0, 319.0, 29.0, 65.0, 28.0, 27.0, 29.0, 31.0, 32.0, 34.0
180.367, 272.556, 274.791, 286.593, 90.184, 179.794, -63.0, 3282.0, 3827.0, 316.0, 25.0, 76.0, 28.0, 27.0, 29.0, 31.0, 32.0, 34.0
180.367, 272.27, 274.791, 286.593, 90.184, 179.794, -72.0, 2742.0, 3833.0, 307.0, 25.0, 67.0, 28.0, 27.0, 29.0, 31.0, 32.0, 34.0
180.367, 271.639, 274.791, 286.593, 90.184, 179.794, -72.0, 2820.0, 3838.0, 323.0, 29.0, 67.0, 28.0, 27.0, 29.0, 31.0, 32.0, 34.0
180.367, 271.009, 274.791, 286.593, 90.184, 179.794, -17.0, 3172.0, 3831.0, 310.0, 31.0, 74.0, 28.0, 27.0, 29.0, 31.0, 32.0, 34.0
180.367, 270.321, 274.791, 286.593, 90.184, 179.794, -26.0, 3076.0, 3833.0, 312.0, 27.0, 70.0, 28.0, 27.0, 29.0, 31.0, 32.0, 34.0
180.367, 269.347, 274.791, 286.593, 90.184, 179.794, -59.0, 3085.0, 3840.0, 314.0, 22.0, 70.0, 28.0, 27.0, 29.0, 31.0, 32.0, 34.0
180.367, 268.316, 274.791, 286.593, 90.184, 179.794, -81.0, 3484.0, 3831.0, 305.0, 38.0, 74.0, 28.0, 27.0, 29.0, 31.0, 32.0, 34.0
180.367, 263.618, 274.791, 286.593, 90.184, 179.794, -17.0, 3799.0, 3822.0, 289.0, 38.0, 72.0, 28.0, 27.0, 29.0, 31.0, 32.0, 34.0
180.367, 256.284, 274.791, 286.593, 90.184, 179.794, -36.0, 4436.0, 3755.0, 292.0, 27.0, 72.0, 28.0, 27.0, 29.0, 31.0, 32.0, 34.0
180.31, 254.622, 274.791, 286.593, 90.184, 179.794, -59.0, 4619.0, 3742.0, 287.0, 38.0, 74.0, 28.0, 27.0, 29.0, 31.0, 32.0, 34.0
180.367, 253.305, 274.791, 286.593, 90.184, 179.794, -63.0, 4591.0, 3721.0, 276.0, 29.0, 74.0, 28.0, 27.0, 29.0, 31.0, 32.0, 34.0
180.367, 251.586, 274.791, 286.593, 90.184, 179.794, -8.0, 4990.0, 3697.0, 271.0, 29.0, 58.0, 28.0, 27.0, 29.0, 31.0, 32.0, 34.0
180.367, 249.752, 274.791, 286.593, 90.184, 179.794, -36.0, 4948.0, 3672.0, 269.0, 31.0, 83.0, 28.0, 27.0, 29.0, 31.0, 32.0, 34.0
180.367, 248.721, 274.791, 286.593, 90.184, 179.794, -63.0, 5122.0, 3656.0, 265.0, 29.0, 92.0, 28.0, 27.0, 29.0, 31.0, 32.0, 34.0
180.367, 247.46, 274.791, 286.593, 90.184, 179.794, -36.0, 4916.0, 3650.0, 249.0, 27.0, 74.0, 28.0, 27.0, 29.0, 31.0, 32.0, 34.0
180.367, 245.455, 274.791, 286.593, 90.184, 179.794, -36.0, 5521.0, 3634.0, 258.0, 20.0, 83.0, 28.0, 27.0, 29.0, 31.0, 32.0, 34.0
180.367, 245.455, 274.791, 286.593, 90.184, 179.794, -68.0, 5498.0, 3636.0, 258.0, 34.0, 72.0, 28.0, 27.0, 29.0, 31.0, 32.0, 34.0
180.31, 245.455, 274.791, 286.593, 90.184, 179.794, -49.0, 5507.0, 3634.0, 242.0, 22.0, 63.0, 28.0, 27.0, 29.0, 31.0, 32.0, 34.0
180.31, 245.455, 274.791, 286.593, 90.184, 179.794, -59.0, 5521.0, 3638.0, 251.0, 25.0, 74.0, 28.0, 27.0, 29.0, 31.0, 32.0, 34.0
