9.875, 9.088, -84.817, 92.3, 0.001, -28.222, 'Executing'
9.855, 9.084, -87.974, 92.3, -0.001, -21.744, 'Executing'
9.855, 9.085, -91.298, 92.3, -0.001, -11.87, 'Executing'
9.855, 9.085, -92.619, 92.3, 0.002, -10.109, 'Executing'
9.855, 9.085, -92.615, 92.3, -0.002, -0.626, 'Ready'
9.855, 9.085, -92.579, 92.3, 0.0, 0.0, 'Ready'
9.855, 9.085, -92.573, 92.3, -0.001, 0.252, 'Executing'
9.855, 9.085, -92.572, 92.3, 0.0, 0.0, 'Executing'
9.855, 9.085, -92.566, 92.3, 0.014, 0.0, 'Executing'
9.855, 9.074, -93.454, 92.3, 0.071, -5.493, 'Executing'
9.854, 9.053, -94.489, 92.3, 0.135, -9.446, 'Executing'
9.85, 9.025, -96.857, 92.3, 0.195, -11.801, 'Executing'
9.847, 9.004, -98.091, 92.3, 0.223, -12.609, 'Executing'
9.844, 8.981, -99.434, 92.3, 0.251, -13.92, 'Executing'
9.833, 8.927, -102.465, 92.3, 0.301, -16.278, 'Executing'
9.826, 8.897, -104.142, 92.3, 0.331, -17.207, 'Executing'
9.817, 8.864, -105.957, 92.3, 0.352, -18.371, 'Executing'
9.806, 8.829, -107.866, 92.3, 0.384, -19.241, 'Executing'
9.794, 8.797, -108.806, 92.3, 0.411, -20.246, 'Executing'
9.78, 8.758, -110.919, 92.3, 0.437, -21.924, 'Executing'
9.743, 8.672, -115.53, 92.3, 0.493, -23.864, 'Executing'
9.72, 8.627, -117.984, 92.3, 0.527, -24.947, 'Executing'
9.621, 8.483, -126.411, 92.3, 0.612, -23.007, 'Executing'
9.539, 8.392, -131.446, 92.2, 0.654, -19.701, 'Executing'
9.494, 8.343, -133.851, 92.2, 0.664, -19.592, 'Executing'
9.449, 8.295, -133.702, 92.2, 0.669, -15.224, 'Executing'
9.401, 8.246, -135.116, 92.2, 0.696, -13.704, 'Executing'
9.273, 8.153, -138.477, 92.2, 0.735, -10.232, 'Executing'
9.218, 8.104, -139.386, 92.2, 0.743, -7.088, 'Executing'
9.161, 8.056, -139.921, 92.2, 0.751, -3.151, 'Executing'
9.026, 7.966, -140.514, 92.2, 0.762, 4.279, 'Executing'
8.967, 7.917, -139.945, 92.2, 0.769, 7.096, 'Executing'
8.908, 7.867, -139.165, 92.2, 0.768, 7.179, 'Executing'
8.84, 7.828, -139.0, 92.2, 0.749, 11.907, 'Executing'
8.786, 7.78, -137.766, 92.2, 0.673, 13.811, 'Executing'
8.74, 7.736, -136.363, 92.2, 0.617, 12.865, 'Executing'
8.632, 7.654, -133.627, 92.2, 0.621, 20.731, 'Executing'
8.589, 7.609, -131.469, 92.2, 0.628, 23.611, 'Executing'
8.549, 7.56, -128.988, 92.2, 0.643, 25.926, 'Executing'
8.509, 7.509, -126.352, 92.2, 0.655, 26.799, 'Executing'
8.426, 7.414, -121.456, 92.2, 0.681, 26.36, 'Executing'
8.389, 7.356, -120.834, 92.2, 0.698, 26.785, 'Executing'
8.344, 7.301, -118.693, 92.2, 0.703, 27.044, 'Executing'
8.312, 7.239, -116.026, 92.2, 0.714, 27.084, 'Executing'
8.24, 7.128, -113.181, 92.2, 0.719, 25.704, 'Executing'
8.24, 7.128, -113.181, 92.2, 0.719, 25.704, 'Executing'
8.189, 6.993, -108.005, 92.2, 0.72, 24.997, 'Executing'
8.166, 6.928, -105.251, 92.2, 0.739, 24.416, 'Executing'
8.148, 6.855, -102.82, 92.2, 0.758, 23.907, 'Executing'
8.122, 6.702, -99.513, 92.2, 0.769, 20.143, 'Executing'
8.111, 6.627, -97.658, 92.2, 0.771, 17.602, 'Executing'
8.101, 6.55, -95.913, 92.2, 0.773, 16.667, 'Executing'
8.095, 6.471, -94.254, 92.2, 0.784, 15.757, 'Executing'
8.098, 6.385, -92.004, 92.2, 0.785, 14.967, 'Executing'
8.096, 6.307, -90.607, 92.2, 0.784, 12.337, 'Executing'
8.105, 6.219, -88.898, 92.2, 0.787, 10.075, 'Executing'
8.11, 6.06, -87.426, 92.2, 0.795, 4.185, 'Executing'
8.114, 5.98, -87.147, 92.2, 0.798, 1.575, 'Executing'
8.144, 5.89, -86.06, 92.2, 0.78, 1.495, 'Executing'
8.149, 5.815, -86.522, 92.2, 0.701, -5.215, 'Executing'
8.159, 5.7, -87.064, 92.2, 0.536, -8.403, 'Executing'
8.163, 5.603, -89.044, 92.2, 0.467, -12.335, 'Executing'
8.163, 5.556, -90.474, 92.2, 0.481, -16.142, 'Executing'
8.183, 5.507, -91.098, 92.2, 0.494, -18.417, 'Executing'
8.182, 5.457, -92.992, 92.2, 0.518, -20.661, 'Executing'
8.178, 5.405, -95.109, 92.3, 0.542, -22.032, 'Executing'
8.173, 5.35, -97.301, 92.3, 0.567, -21.4, 'Executing'
8.177, 5.299, -96.657, 92.3, 0.584, -24.702, 'Executing'
8.158, 5.182, -102.004, 92.3, 0.595, -28.453, 'Executing'
8.144, 5.124, -104.92, 92.3, 0.598, -29.103, 'Executing'
8.141, 5.069, -107.719, 92.3, 0.605, -30.538, 'Executing'
8.121, 5.012, -110.755, 92.3, 0.592, -30.188, 'Executing'
8.099, 4.957, -113.829, 92.3, 0.594, -30.611, 'Executing'
8.052, 4.849, -120.009, 92.3, 0.587, -30.736, 'Executing'
7.991, 4.75, -124.002, 92.3, 0.586, -31.484, 'Executing'
7.957, 4.702, -127.132, 92.3, 0.598, -32.346, 'Executing'
7.876, 4.616, -133.696, 92.3, 0.567, -30.754, 'Executing'
7.835, 4.575, -136.808, 92.3, 0.589, -31.804, 'Executing'
7.752, 4.515, -143.156, 92.3, 0.592, -31.01, 'Executing'
7.703, 4.481, -146.199, 92.3, 0.605, -29.909, 'Executing'
7.651, 4.448, -149.176, 92.3, 0.629, -30.039, 'Executing'
7.599, 4.419, -152.333, 92.3, 0.633, -28.274, 'Executing'
7.481, 4.36, -155.839, 92.3, 0.678, -27.326, 'Executing'
7.419, 4.333, -159.014, 92.3, 0.691, -26.909, 'Executing'
7.36, 4.317, -159.336, 92.3, 0.71, -25.749, 'Executing'
7.292, 4.293, -161.893, 92.3, 0.724, -25.206, 'Executing'
7.15, 4.254, -166.867, 92.3, 0.791, -25.251, 'Executing'
7.15, 4.254, -166.867, 92.3, 0.791, -25.251, 'Executing'
7.004, 4.224, -172.058, 92.3, 0.761, -18.5, 'Executing'
6.925, 4.215, -174.536, 92.4, 0.775, -17.341, 'Executing'
6.847, 4.208, -175.931, 92.4, 0.789, -15.746, 'Executing'
6.69, 4.198, -177.759, 92.4, 0.786, -12.367, 'Executing'
6.61, 4.206, -179.598, 92.4, 0.8, -11.46, 'Executing'
6.531, 4.206, 179.393, 92.4, 0.789, -9.394, 'Executing'
6.452, 4.207, 178.503, 92.4, 0.789, -8.082, 'Executing'
6.375, 4.212, 177.16, 92.4, 0.797, -6.567, 'Executing'
6.216, 4.222, 176.149, 92.4, 0.798, -3.15, 'Executing'
6.141, 4.233, 175.224, 92.4, 0.795, -2.615, 'Executing'
6.062, 4.239, 175.002, 92.4, 0.794, -2.22, 'Executing'
5.982, 4.246, 175.109, 92.4, 0.804, 0.0, 'Executing'
5.822, 4.274, 174.825, 92.4, 0.794, 2.249, 'Executing'
5.736, 4.294, 174.532, 92.4, 0.801, 2.623, 'Executing'
